Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
209627,B000GPKHOI,A3740461VZQ9SH,E. B. Krauss,0,0,5,1350259200,A huge step above grocery store jimmies!,"These are beautiful sprinkles- quite fine in texture, rich chocolate in taste.  They are so much better than the sprinkles or jimmies found in little tubs at the grocer's that they're not in the same league.  Not even close! I mainly use them as a topping for baked goods and candies."
508750,B002T5TMWG,A2TSF58SHXR2PO,Edward P,4,4,5,1330300800,Incredible Flavor and Price - Better than Expected,"These sardines are delicious - pushing the can-opener into the lid produces an invitingly sweet tomato aroma and upon removal of the lid you're confronted with six large well-packed headless boneless shiny-skinned sardines covered in a sea of red.  I use water and rinse away all of the tomato-sauce in an effort to reduce the excessive sodium per serving but luckily enough of the sweet tomato essence is left behind to taste.  Another review commented on the firmness of these sardines - they seem perfectly firm to me - they are not mushy and I'm not sure I would want to eat a harder sardine.  Best of all using Amazon prime these sardines ship to my door for .11 cents/oz; my local average grocery stores (Safeway and Giant in Washington, DC) sell the name-brand average quality 4 oz sardine cans at .42+ cents/oz.<br /><br />My favorite preparation: Open can, rinse sardines well with water, darkly toast thick slices of rye or multigrain bread, place sardines on top of toast, cover sardines with any remaining tomato sauce from the can, sprinkle some fresh lemon juice and cayenne pepper over it all and you've got a meal!"
345747,B000ED9L9E,AH4VBTC3M4X2X,Esha,0,0,5,1347148800,My kids love it!,Microwave it on low heat for 3 minutes - Milk + Oatmeal. Enjoy with cranberries/ strawberries. Good amount of fiber and nutrition.
552556,B000H7D1MA,A2Z712JM0MZ11P,Gloria Leonidas,0,0,5,1263772800,Great Rooibos Tea,"I find that Rooibos tea something you either like or dislike with very little in between. My daughter and I decided to do an expensive experiment and went to Whole Foods to buy all the different teas with vanilla and this was our favorite. We were surprised this was our favorite because just as the other reviewer said, the vanilla really is an essence and not at all strong. It speaks to the quality of the tea. Since we could not find this tea when we went back, we tried a few other Rooibos teas but none were as good, so I am now ordering a 6 box case here."
246537,B002D4DY8G,A3GTJ37QK2SPSB,Fanshawe,2,3,1,1261008000,"Just say ""no"" to this cup of joe","After opening the fancy box and unsealing the gold bag, I was excited to brew a few cups of succulent, chocolate richness.  Instead, I got a pot of synthetic-tasting sweetness that was completely unbefitting of the Gevalia name.  This tastes like a cup of store-brand coffee seasoned with those artificial flavoring tablets or Coffee-Mate flavored creamer.  What's more, there was none of the characteristic freshness that ""bag"" coffee typically has.  For a much better cup of chocolaty coffee, try Millstone's Chocolate Velvet, which has an immeasurably smoother, more natural chocolate taste (and carries a much smaller price tag).  One part Gevalia Kaffe Dark Chocolate mixed with three parts unflavored coffee makes a more palatable cup, but the saccharine sweetness and totally artificial taste are just way too intense when brewed ""straight."" Truly not a good cup of joe."
519610,B006N3I1HM,AGQB7D61U9RW,Coffee addict,0,1,3,1255996800,Mediocre taste but no mess,"The K Cup system is great for quick coffee with no mess, but the taste is ok at best."
336885,B0012KB4U2,A23PYM9FC9RWD9,Health Conscious,0,0,5,1338595200,Good buy,"If you buy lots of treats for your cats like we do, buying online will save you a few dollars in the long run."
385102,B005VOOM5E,A16ALXKQ02SKYG,"I. Tysoe ""Inna Tysoe""",3,5,3,1332892800,For people who Like Weak Coffee,"I like my coffee strong so to me this tastes like strong tea that smells vaguely of coffee.  I prepared it the way you would tea--just put it in the cup and poured.  Maybe I should have done something differently but that's all we have (except a conventional coffee machine).  I tried squeezing it with my fingers and that helped a bit.  The only problem was that afterwards my fingers smelled like bitter coffee.  Squeezing the coffee bag with a spoon didn't produce quite the same result.<br /><br />So bottom line: if you like weak coffee, this is worth a try I think.  Otherwise, not so much."
420863,B0002I0GUY,A3NO05U8A7GKF5,luvthgirls,0,0,5,1303430400,Super Dog Food,I have used this food now for several years.  My golden girls love it and their coats are shiny and soft. It also helped my golden/border collie mix with her seizures. I highly recommend it to anyone needing a quality product that your dog will enjoy.
511248,B004FGWU9O,A1Q0KDV0TFU1OS,Wendy Carter,5,8,3,1319500800,Just Okay - Hidden Decaf.,Taste is okay.  Not blown away.  Hidden is the fact that this is truly a decaffeinated coffee.  Only place to find this out is on the bottom of the box.  Not what I want first thing in the morning.
466496,B000G6O2QG,A31N6KB160O508,Fran W.,0,0,4,1214006400,Firm quality chip,"Just got this order and it is ok. A bit light on the cheddar flavoring and herb taste eludes me, if it is there."
131686,B000LRKQSI,ANH95LBQB57FM,JV in Alabama,2,2,5,1293062400,Szeged Seasonings - Great!!,"I have purchased this product in NJ, MI and LA, but it is not available in Birmingham, AL.  My order (Steak Rub and Fish Rub) arrived on schedule, nicely packed and in good condition.<br /><br />If you have never tried Szeged, I highly recommend the Steak, Fish and Chicken seasonings.  Chicken is not only good on chicken, but is wonderful on grilled vegetables.<br /><br />I personally do not care for Pork Rub.  I use the Steak Rub on pork as well as on beef."
540135,B003DVKBK2,A1AIYTXAAKENYO,"ro mig ""rmig""",0,0,5,1351036800,manufacturer removed Ideal from my grocery store shelves.  I was happy to find it on Amazon!,"Ideal is a natural sweetener---no calories AND no chemicals. It does not have an after taste and is available in tablespoon size packets and bulk for cooking.  Also, they have bulk brown sugar. Ideal is a great product---wish I could buy it locally but happy I can purchase it on  Amazon!."
453350,B0029XLH4Y,A221NIW05HBOLX,J. Quezada,0,0,4,1275523200,Very bold but can be harsh,"If you want a very bold cup, this is it. It really will wake you up, and get you going for your day. However, I found some cups would be pretty harsh on the taste. Maybe I just got a bad batch?"
215737,B008ADQV5C,A38RWVWOQPYJSA,LiberTEAS,0,0,4,1348012800,What a LOVELY Matcha Experience!,"I love lavender, and I love Matcha, so it would seem like this would be a no-brainer for me.  However, I did worry because lavender is one of those things that if its overdone, it ends up tasting too soapy.  Fortunately, though, even though the lavender IS really strong here, it tastes really wonderful.  It is just right.<br /><br />It smells remarkable.  If you love the smell of lavender, this Matcha will blow you away ... the fragrance is so beautiful!<br /><br />This is a nice balance between Matcha and lavender ... and the lavender highlights some of the tones in the Matcha that are often missed or not experienced in other Matcha.  Instead of tasting ""vegetative"" this has more of a grassy kind of taste:  not a bitter grass, but a sweet, fresh spring grass, the new buds of grass kind of taste.  It's very sweet, no bitterness whatsoever, and the lavender offers a sharpness that is very refreshing to the palate.  I love the calm I feel as I sip this, and the way it still invigorates me.  Invigorating ... yet relaxing!<br /><br />Very nice!"
282090,B003UMI7SW,A1WIFELUBSBQIC,BeeCharmer,2,3,1,1340064000,"Hellmann's is Tasting BAD, Y'all","I bought my Hellmann's mayonnaise at the local grocery (Indiana), expiry date April 2012.  It was also bad when opened - it tasted super-vinegary and just ""off,"" and I have been using Hellmann's for many years.  I don't know if they have changed the formula or what, but I threw out a much-anticipated BLT sandwich because I had put Hellmann's on it.  If they have changed the recipe, they REALLY need to go back to the old one.  I won't ruin any more family recipes by using Hellmann's if they don't."
424893,B0041CIP3M,A1PL8JA0TEHBVN,Paulo Leite,5,6,5,1327449600,Delicious! Fool your friends!,"Great product.<br /><br />I'm a lousy cook.<br />So this product saved my diner. It's easy to prepare and delicious.<br />I followed the instructions and used some prime beef.<br />Everybody loved it! The coconut NUT and the coconut flavor seemed very fresh and rich. I do not like peanuts... but I could hardly feel it.<br /><br />Great if you want to have something different. So go for it!<br /><br />Suggestion: I like a thicker sauce. So it all depends on how you prepare it. And I like onions, so I put some in it too. Loved it."
151692,B00315WGNK,A16S6CLPWVIWDS,"b0jengles ""b0jengles""",0,0,2,1257724800,Had better,Some of the jerkey is chewey and hard to eat. I am a big fan of jack links beef jerkey. I wouldnt buy again because so many pieces are hard to eat being chewy or vainy. Ah well have 3 more packs to give a try. The price was good but still I personally couldn't eat 1 out of 3 pieces. Could be just spoiled with others i guess.
381669,B001E8YAY4,A27OIMNZG7HK39,"EMM ""Spore killed my dreams and then some""",0,0,5,1230336000,DELICIOUS,This sauce makes some serious deliciousness.  Put it on your pork ribs and then smear that sauce all over your rice because it is all kinds of amazing.  You don't need to add anything to this sauce when using it to marinade your meat!
383503,B00451WLYI,A2CPH21BAOALXR,Mom of Three,1,1,4,1314489600,Fair Substitute for no local Starbucks,"Overall I've been very pleased with Starbucks' VIA products.  I've only tried the Italian and Columbia varieties.  The convenience is a major factor, and it beats the pants off anything ""instant"" I've ever had before.  Great for backpacking.  The ability to do a 50-count bulk purchase is the way to go, though, as buying 3-packs locally is steep--but perhaps not so much when one considers the price of a cup of the real thing.  My only beef is that my most recent purchase had a ""best by"" date just 2.5 months away (a complaint I've seen others make).  I spoke with a Starbucks rep who claimed it was still going to be fine for some unspecified time beyond that date, that they'd take my return if desired, but that they couldn't promise that the date on whatever replacement shipped from the warehouse would be any further distant.  Kind of lame...but I'm going through it quickly enough that the question is probably moot."
438403,B0012KCUOG,A2H9EABE95UAJY,"Miran D. Elseewi ""stellar dragon""",1,3,2,1297123200,Causes vomiting,"I feed my cat top of the line cat food, but this is the only snack she loves. However, every time she has them I notice she vomits the same day or a few days later. Every time... I think they use really poor ingredients."
184014,B00764BRS2,A2KMDGEPZCPWB8,"maj jong shopper ""maj jong shopper""",0,0,5,1277337600,great,"like many other Keurig users, I was not crazy about the waste of the cups, so after trying the My Kcup I ordered these, great results, just be sure to clean all the grounds off before brewing.<br />I can now use my Gevalia"
227144,B001IZBJCY,A1RR2F48GWH61B,C. Schroder,0,0,5,1342656000,Love these,"These are by far my favorite mint! I love them. They leave my mouth and breath so fresh and they taste wonderful!! I have a hard time just eating one or two! If you like cinnamon flavored candies, you will enjoy these."
181258,B007Y59HVM,A1AFIQP43MA6AS,TC,4,5,3,1330041600,My wife thinks it tastes like Maxwell House,"That's not a compliment. Maxwell House isn't exactly top shelf. Personally, it's not as good as Donut Shop but it is 13 cents per cup less when you subscribe and save.<br /><br />I love the packaging where the bottom is a coffee filter and not a k cup. Since it's not the proprietary k cup design, they can probably avoid royalties to Keurig. But in the end you drink coffee not for looks or cost but taste. And while it tastes OK, there are tastier options out there."
337669,B0014EOU48,AS7IWOGC50KT6,mohammed,1,1,2,1326585600,It could be better,"It might have some vitamins, but like many seemingly healthy foods, its main flavor is sugar. I agree with a previous poster that it has a medicine taste to it. I definitely expect something better from a national brand."
461683,B008K9TJDM,A1YKMN291NAVW7,watspeak,0,0,5,1322179200,A great decaf,Have ordered this before and coming back for more.  A great full flavored decaf with lots of body.  Would not hesitate to order it again. Highly recommended!
555830,B001TLY7BM,A2JGFKCSSWWQVE,Murat Gemici,3,3,3,1265155200,Three Cats Review Food,"I own three cats and I have been feeding them the ""mack"" for one month. Two of my cats are Siamese mixes and they don't really care for it two much. One is a standard Tabby and he goes crazy for it. They food looks high quality and I don't know why only 1/3 of the cats like it. So I have to only give it three stars..."
85170,B004TI4SIE,A2DVOI8JKKV2QD,Lesclave,0,0,4,1332028800,For ginger lovers,"Makes a quick and tasty hot ginger tea.  I would enjoy it more with about half the sweetness, but that doesn't stop me from drinking it a couple times a day.  One packet could make 2 small cups.  If you don't like ginger, don't bother.  Will also dissolve in cold water, with a bit of shaking, if you prefer."
396722,B000EM6FUI,A2BO49OKVUGZRA,Sunnie,1,4,5,1183507200,Best on pork,This is the best spice on pork you have ever tried. You will never want to be without it.
296827,B003LJ95GC,A2RDJXZ2GRQZMC,"K M ""Homeland""",5,5,5,1316563200,Great Coffee,"Don't be fooled by the instant. This makes a great cup of coffee. I use this daily for myself, as well as for guests when we have company and I always hear this ""What a great cup of coffee!"" Thanks Amazon for providing this product and automatic delivery for a reduced price."
545290,B00164X9SE,ALQ4Q2D79AZTI,M. S. West,2,2,5,1226361600,great for keeping family fingers out of the cookie jar,I love these 6 packs. I have three kids and I can easily make a snack bag for school with 2 each. And the benefit is there is not a bag left behind for mom and dad to graze on from the cookie jar. Great packagign for hiding in spots around house so the snack hungry teens do not eat them all in a day.
497767,B001E52WME,AHW0SLHSXA7DZ,"P. M. Barton ""coffee nut""",0,0,5,1259020800,Cafe Francais,I started drinking Cafe Francais after my son was born. I would get him up and feed him his bottle and sit and sip this coffee every morning cradling him in my lap. This was before Starbucks or Coffee Bean was even heard of and it was like drinking a creamy latte. My son is now 24 years old and I am still drinking this coffee every morning. I look forward to having a cup when I wake up. My husband thinks it is cute but I do know that I am addicted to that first cup!<br />I buy it on Amazon because it is cost effective and so much easier to find.<br />Thanks General Foods!
556247,B004EDZ87Y,A3AZI828WJN1CD,Becky (beckygardens),1,1,5,1314230400,satisfying hot or cold,"<span class=""tiny""> Length:: 2:06 Mins<br /><br /></span>Celestial Seasonings english breakfast black tea is delicious both hot or as iced tea. The tea has a faint perfume but not overwhelming. I like different teas but find this one to be the best for hot and cold. I love that I can control the strength of the tea. Hot I prefer the medium button, cold, I use the largest cup button. Either way I get a perfect serving of tea."
383195,B004I3WD00,A1V1EP514B5H7Y,asiana,0,1,5,1298937600,better than any other soda,Even after deplaning from a long long trip from Singapore I refused to drink a Coke when it was the only soda on the Menu opting to wait for until the waitress couLD get me a Pepsi/!!!
263711,B008ADQONG,A1YWO9T6L5ADTP,Nina Solah,0,0,5,1343001600,Creamy deliciousness!,"I loved this matcha!<br /> It foamed up delightfully as I whisked it. I think that the foam and creamy texture is my favorite part of matcha. My first sip was delightful. I was met with strong green tea flavor followed by a hint of citrus and a bunch of creamy smoothness. It felt like I was drinking a latte! While it wasn't the vanilla I was expecting, the creaminess made up for it completely! I am super happy I bought the large one!<br />I really enjoyed this cup of matcha!! I can't wait to prepare more!"
95454,B004N5KLLQ,A19DQW7ROK8VT6,lynn varian,0,0,3,1349913600,"Was supposed to be two packs, but only received one","As the above reviewer noted, the image says that this is a ""two pack"" and the price is listed as 34¢ a lb - which would be 24oz total, but I only received one 12-oz bag. Not sure about the coffee itself yet, will try soon. Buyer beware."
331203,B0000CH4F7,AT4ZUIMI30FPE,jadetiger,5,6,4,1077062400,Mmmm.... Cinnamon,"I recently ordered the Hot Cinnamon Spice tea from Harney &amp; Sons.  The tea tastes like hot cinnamon candies often used to decorate cookies for Valentines day.  The tea is sweet, yet spicy.  According to the Harney literature, the tea contains no sugar, but to taste the tea you will insist that it has sugar in it.  I think the sweet taste comes from the sweet cloves used within the tea.  The aroma is wonderful from the moment the tea is opened.  <p>I must say I was highly impressed with the tea.  The tea is available both loose and bagged."
89985,B002LANN56,A2DG63DN704LOI,Eric Slay,0,0,4,1350432000,My dogs give it two paws up!,"My dogs tend to have sensitive stomachs and many dog foods cause them to get sick. We tried to Costco brand and we had trouble, so I was hesitant to try Chef Michael's. But, I hated to keep buying the dog food from the vet. They are so expensive! When I opened the bag and was surprised that it didn't have that odor that many dog foods have. It actually smelled kind of good. The true test would be how my dogs liked it and if it caused gas and an upset stomach. They ate the food up immediately and were searching for more. Fortunately,Chef Michael's Grilled Sirloin didn't upset their stomach one bit! No gas, good solid poop and happy dogs! My only complaint is that the bag doesn't have a gripper seal. I had to find another container to keep it in, which is a bit of a bummer, but I'd much rather find a container than clean up after a sick dog. I'll be sure to get this food again in the future."
47097,B00505GBKI,A216KUCPWG8XYN,JTK,2,2,4,1318809600,gumballs as centerpiece,i didn't buy these to eat... i bought them as a centerpiece for a circus themed baby shower.  I filled a large  vase with the gumballs and used on buffet table.  I did try one out of curiousity and they were extremely hard and lost flavor within seconds.  SO... highly recommend for decor purposes.  don't recommend for flavor purposes unless you want a jaw workout.
320023,B005EZUHIG,ALECI3NRBHV8I,"L. Miller ""Laur""",0,0,5,1335744000,Excellent purchase!,"I was looking for shorter bamboo stalks and these answered the mail!  I received them more quickly than expected and the seller not only included care instructions, they also e-mailed them in advance.  The bamboo stalks are healthy and doing well!"
105316,B001EQ4QJK,A3JG2RKIWRGIJF,L. Meloy,0,0,5,1307145600,"Healthy, satisfying snack on the go","While trying to cut back on carbs, and add more protein to my diet, I discovered this wonderful tasty snack.  At 260 calories, even this 1.5 oz pack is too much for a snack, but I divide the packs in half again and have a healthy snack that helps satisfy my hunger in the late afternoon.  They're also good as a breakfast on the run. The wasabi adds a wonderful punch-love them!"
218266,B000E7WM3W,A3W1AR1J5Y86SN,Justina Hayden,10,10,5,1155686400,A Long time favorite,"I've been buying this product for at least 10 years, and if they haven't changed it, it's simply fantastic. I add shrimps and baby corns and broccoli (sometimes a little cooked rice) and it's a super fast cold (or hot) weather meal in minutes.  If you like Thai food, don't hesitate to try it.<br /><br />When I find it, I always buy lots. I've just used my last packet since we moved to Canada, and I'm so glad to find it at Amazon."
120337,B005K4Q37A,AAWRFPMRM3XMS,NorCal Shopper,1,1,5,1322179200,So yummy!!,We were pleasantly surprised by how delicious this single serve Cappuccino was!!  It is perfect and tasty without any additional sweetener or creamer!
7740,B001E5DZTS,AANX4L0AFARCJ,carguy,0,0,5,1318550400,CJ gives it two thumbs up!,"Decent price...arrived on time.  No complaints here.  We will continue to purchase this item.<br />My daughter loves her ""goat milk"".  :)"
360575,B003U7SJQC,A2C1FES9S8AGYU,"Vaness ""Just a normal consumer""",12,13,3,1293840000,Not worth the money,I was dissapointed at how much was actually in it and the basket was small. They should have listed exactly what was in it (I'm hoping that they will in the future for you). I went out and bought additional chocolate to add to it since I wanted the present to be nicer than that. I should have gone out and bought the stuff separately and saved a lot of money. Live and learn I guess.
108078,B007TJGY46,A29484MA25R3WI,Annie,0,0,2,1329609600,Good price; prefer flavored.,Purchased on-line since difficult to find in stores nearby.  Good price; not thrilled about flavor. Have since found pods in store I shop; a little pricier but chose of flavors.  A little on the strong side.
430350,B005K4Q1T0,AX5JN0IW5OIGM,A. MOHR,0,0,5,1325548800,Best Hot Cocoa Ever,"I must say I was pleasantly surprised. I don't drink coffee and I was searching for more hot chocolates for my Keurig. I am a Milk Chocolate fan, but with Grove Square the Peppermint and Dark Chocolate are by far the better choice.Both have a sweetness I wasn't expecting. The flavor is great and I don't want to share. I am definitely reordering more."
91406,B003OB6BWI,A3O5XG9WOY2KKQ,Toni Marie,0,0,5,1336694400,"Great price, it's ramen","What can I write about ramen that hasn't been written before now?  It is decently flavored, packed full of sodium, and has a long-ish shelf life.  That is our purpose in purchase - we keep these as our emergency earthquake food.  Maybe not the best choice considering the amount of water it would take to prepare but it is affordable for us at this time.<br /><br />This flavor is not my favorite but the bf maintains that they are ""edible"" and that he would ""eat them again.""  Five stars because I don't know how to downgrade a vote for ramen.  It's as steady as the sun."
49980,B00430B73W,A17KQPJ5VBO7OD,abacus,0,0,5,1325980800,food,I purchase this produce all the time.  I enjoy eating this product.  It is a good snack and pick me up
518175,B000YJ2WJE,AJFKNR0O9UZ66,Nance,0,1,5,1255046400,Bella loves chicken nibbles,"Bella, my Havanese, is the pickiest 2 year old you can imagine...even when it comes to snacks. Most snacks give her loose stools to boot! Chicken Nibbles are her favorite and they agree with her tummy too."
12107,B00141UC9I,A302EYUTYTOTZ0,"Sue Hardin ""Sue""",0,0,5,1259539200,Both my dogs love this product,"I have an older dog, medium size mixed breed with back problems. We also have a tea-cup pom who has had knee surgery. They love this treat. The ingredients are good for them and it is an easy way to get them to take the Glucosamine/Chondroitin that they need."
534844,B0018MR53Y,A2I4ZWBD6W561R,Claudia,0,1,5,1294876800,I definitely would buy from this seller again,"I got it on time, the package was in perfect conditions, it was as described and I definitely will buy from this seller again.<br /><br />I would really like if this seller have PAYPAL as a payment option, this would make it perfect for everyone!"
563149,B007JFMH8M,A33Y649K8M9W6D,jennifer,0,0,4,1342569600,Quaker Soft Backed Oatmeal Cookie,"My daughter loved my free sample of this cookie from influenster. She goobled it right down, which i didn't think she would. She's not the biggest fan of rasins. I tried a bite and thought it was kinda dry myself but if my daughter loves it, i will buy it again! :)"
203106,B002OFZMPW,AK7MORKWJLAB,lindasek,0,0,5,1326758400,Great,I loved this flavor and the 4 packs lasted me for a while. The jerky was a good quality one would expect from Jack Link's so no surprises there. A great product.
355628,B002QWP8H0,A18QBXDXQHMS66,New Reviewer,0,0,5,1344384000,The Best!,"My dog can't eat bully sticks or bones, so I have to find other treats.  She is also a bit overweight, so how can I beat Greenies Lite Treats?  The dog loves them and they are good for her teeth.  All around a perfect product."
405496,B005K4Q4LK,A1GXIYA3396DIL,James R. McMahon,0,0,5,1328486400,Nice and tasty,"For crying out loud, it is instant coffee-flavored cappuccino.  If you just gotta have the star-place cappuccino at 4-5 bucks a cup, go for it.  Also, the instructions on the box state to run a cycle of hot water through the Keurig after the Grove Square, otherwise it will clog the machine; same goes for hot chocolate, and apple cider k-cups....JimMc"
237792,B003Y3D68S,A20GY97ZHH2PSK,PATRICK S FORTELKA,0,0,2,1337040000,Stale sandwich,"Food does not stay fresh in these bags. They do not seal in any fashion. I even tried taping it shut. Sandwhichs get hard around the edges within hours. I hoped to get off the plastic bags, look like I'm stuck with them."
488892,B005K4Q1YA,A1G6JNOUITWTHE,jrp,0,0,4,1327708800,Nice little reat!,This makes a nice little treat on a cold winter afternoon!  But be sure you use a small cup setting on your coffeemaker or you will end up with something that looks and tastes like cloudy water!
554499,B001E5E0DI,A2XBHAGXI7YQYH,"A. Crowell ""National Health Care and Patient ...",0,0,5,1333843200,Best Coffee I have ever tasted!,"After years of drinking many different blends of American Coffees this coffee was suggested to me by my Italian friend who lives in Italy. It is said to be ""Italy's Favorite Coffee."" . I tried the beans and the ground. I was overjoyed with both. Robust, yet round and smooth on the tongue with a clean non bitter finish. I set my Cuisinart Grind and Brew for early a.m. so I can wake to freshly made Lavazza. I have kept Amazon.Com busy with my ordering of coffee supplies. Now I am on a discounted subscription with Amazon.Com. At one time this coffee was not in stock for a while; therefore I was not going to take a chance of running out of my special coffee-something that makes me look forward to getting out of bed early each morning to enjoy my Lavazza while watching the sun come up. What a wonderful way to start my day. !"
252017,B002707WIY,ATZK4BLHDS2J5,"Jason Fultz ""fultzjap""",0,0,5,1322524800,A tea party in your mouf.,"It's sweet, very jasmine-springy flavor. I usually sweeten my teas but this one was just right without any sugar added.<br /><br />I find it difficult to over-steep, which is nice because I often leave my bag submerged and forget about it for 20 minutes.<br /><br />Highly recommended."
259488,B000H7LVKY,A1POWCMC15A723,mauserati,5,5,5,1189728000,"finally, TART dried cherries","tried several brands of dried tart (""sour"") cherries, but the preservation process always added sugar to the point of candy-sweetness.  These are actually sour; terrific for baking (which is why I ordered them)& ADDICTIVE tangy snacking.  Yes, a large quantity, but they stay soft in airtight containers, in cool or cold storage.  EXCELLENT VALUE."
214204,B000GZYARS,A2NLXO8LDF7TX9,"M ""M""",2,2,5,1192838400,Great Buy - High Quality,"This brand is my favorite brand of coconut milk. It is always high quality, tasty, and well packaged.<br /><br />I use coconut milk for puddings (even bread pudding), rolls with cream, curry, rice pudding, etc.<br /><br />The price I paid for a 12-case was less than I pay per can on sale at my local grocery mart.<br /><br />I recommend purchase of this brand, size, and type."
252285,B000MNNELC,A309YL7OZOPEJ,"Sharyn S. Rhodes ""kitchen queen""",0,0,4,1265760000,Smoky and smooth,"Lapsang Souchong tea leaves are smoked over an oak fire.  As a result the tea has a very smokey aroma and flavor.  If you like that smokey smell, you will like the tea.  If not, this is not the tea for you."
332873,B0012KCUR8,AD67IL38UL6SW,Hp5946,2,2,5,1285372800,Cat's love it!,I also buy the beef feast that way we can mix things up a little because a Happy Cat makes a happy mommy!
315351,B000RUD2WQ,A1I35CN4Y8G77V,torq,0,1,1,1340841600,"No bugs on my face, hooray!","I attached the product to my hose and turned the water on, then picked up the bottle and its nozzle came off, exploding water up into my face. So I shut off the water, reattached the nozzle, opened the valve, and turned the water back on. Sprayed for a few minutes before the nozzle again flew off, spraying water and insecticide into my face and all over my body. Ran back to the spigot and turned the water off, couldn't find the gasket, so I switched to a second bottle of the same stuff. I then repeated the same experience with the second bottle. Finally emptied one entire bottle out, which felt like far too soon.<br /><br />Do not buy this product. The bottle design is determined to fail under normal use and the mixture is depleted far too quickly. I've never had these problems with Spectracide, which costs the exact same amount and covers more area. I only bought it because Spectracide wasn't available, but next time I'll just wait it out."
472892,B004HLAHUQ,A29656APPRT5J5,"Swanny ""country girl""",2,3,3,1295308800,For dark chocolate lovers only:,"We found this this has a bitter, somewhat burnt taste. We gave the remainder of the package to friends of ours who said this is how good hot chocolate should taste. I think it is all in one's palate, and therefore is somewhat difficult to review."
451170,B003QDRJXY,A3HCYDRT6DAWOC,"M. Viola ""recordsclerk""",0,0,5,1349568000,Love coconut oil.,I love Nutiva's coconut oil. I put a spoon full in every cup of coffee. Cook scrambled eggs in it and use it as a night time moisturizer. Nutriva is a big part of my everyday!
270906,B005X0758M,A1TFF756I2CZ67,T. Tack,0,0,5,1327363200,Great food,Great brand of food and $10.00 item at Foster's and Smith or Big Al's. Don't let this company make a fool of you.
443175,B000FW3RSU,A1IFBOKIM9IG62,Melissa E. Gaylor,5,5,5,1196467200,Lundberg's Original Rice Chips,"I'll bet you can't eat just one of Lundberg's Original Rice Chips!!They're delicious,crunchy,and have a wonderful flavor!!"
448746,B003D331JS,A2CBZX20LLTAEX,Thelma Meyer,2,5,5,1295222400,Excellent rich strong coffee,"This is an excellent rich, strong coffee. (Like it much more than Starbucks).  I see there is only one left (better grab it).I do hope Amazon reorders!"
65093,B000EM8UFG,A3UGS2BPSJ4PSA,automagicaly,2,3,1,1306886400,No Flavor at all.,"I must be doing something wrong because there is ZERO FLAVOR. it sure smells nice, and if it tasted like it smells i'd probably love it. i would love to think perhaps i just got a bad batch..but its 6 boxes all with zero flavor and so was my last batch of 6 boxes of vanilla lipton tea...i am just completely done with any teas from the Lipton brand."
509502,B000P09RJA,A1ZWU8V79WPBY0,Rich,0,1,1,1343779200,What happened amazon?,"$6.75 a box?  Try harder?  Local grocery store has them for $5.99 NON sale price (I've gotten them for as low as $4.49 ""on sale""). You have other bars that beat that price, for some reason your peanut butter bars are through the roof.  Epic fail Amazon.  Usually you are my savior...i just don't understand...<br /><br />To everyone else, check your grocery store before buying.  Don't get me wrong, I love amazon (spend almost thousands a year on amazon) but this is a bad deal.  Even our highest priced grocery stores have them cheaper.<br /><br />Also to Kellogs,  These things are already overpriced.  I like the bars, but they aren't the 'best' for you (they have real sugar vs sugar alcohol for instance.)  They have a great taste, and i've bought a few hundred dollars worth in my lifetime (used to order 12 boxes a month until the prices jumped up on amazon.)  My advice to you is to get them below $5/box.  You'll earn me as a loyal customer if you do.  Thanks to the price increases i've been forced to purchase other brands, and you've lost around $700 retail (this year) or so as a result.  Might not seem like much, but get a few people doing that, and it becomes an issue..."
447560,B004772OWE,AEI9Y1R8F00BN,S. Goffstein,0,1,2,1332028800,India spice tea,"I was thinking this would be a nice break from the normal tea.  However it is a bit too spicy for my taste. Unless you really like the spice chai, I wouldn't recommend this tea."
141951,B003GTR8IO,A12DQZKRKTNF5E,"Andrea L. Polk ""Savvy Sleuth""",0,0,3,1290643200,"I like vanilla, but this is pretty intense","This is ground Starbucks Arabica coffee, which has been infused with intense vanilla flavoring.  My first impression was the aroma of the coffee upon opening the package - very nice vanilla aroma, but strong. When I made my first pot of coffee I used the Starbucks Natural Fusions Vanilla alone.  For me, this was a mistake.  WAY too sweet, and I like vanilla flavored creamer in my coffee, but used plain half n' half for this one and it still tasted too sweet to me.<br /><br />The second pot I chose to mix this coffee (50/50) with a Kona blend from the local market.  My husband still thought the blend to be too sweet, but I liked it.  I guess the bonus here would be that if you like a more subtle, less sweet vanilla flavoring to your coffee the package will last you that much longer when you blend it with something non-flavored!<br /><br />I give it a 3-star rating because to me, it's just OK.  I can't say I like it, but I don't dislike it either.<br /><br />The packaging says 'an accent of vanilla' and 'an understated vanilla highlight'.  I'd beg to differ.  I'd say something like infused with a 'strong vanilla overtone'.  The ground coffee contains ground vanilla beans and Indian sarsaparilla root.<br /><br />Maybe it's the root that does it?  Whatever it is, be prepared to enjoy this arabica coffee only if you really enjoy sweet, intense vanilla flavor."
